Id,Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
10002180,0,0,45,,4,7548,255,6,11,589,0,4,,5,39af2607,0a519c5c,b00d1501,d16679b9,25c83c98,7e0ccccf,b471ac4f,1f89b562,a73ee510,4e56c58e,62aedd5c,e0d76380,e65a5fc3,b28479f6,b760dcb7,1203a270,e5ba7672,2efa89c6,,,73d06dde,,3a171ecb,aee52b6f,,
10002355,0,0,306,,3,7493,195,2,3,52,0,1,0,3,05db9164,4bb4b657,2025a6db,04ea5408,b0530c50,7e0ccccf,aca4799e,0b153874,a73ee510,3b08e48b,c05bd0b8,d5d86dcf,e411c4db,f862f261,6d5a967b,cb120e85,07c540c4,4623da58,,,5dcc9e3d,,be7c41b4,cee0fca8,,
10002527,0,,2,30,,4428,,0,0,25,,0,,,05db9164,c66fca21,704fe5b6,f4eea829,f3474129,,78c469af,1f89b562,a73ee510,1853a68d,7905be9a,b3e118e3,546a84fe,07d13a8f,e25cc91e,687aedf2,1e88c74f,1304f63b,21ddcdc9,a458ea53,75f133b6,,32c7478e,f54aa12a,010f6491,f945c71c
10002694,0,,14,11,7,1440,,0,15,15,,0,,7,05db9164,38a947a1,dd17c91c,82a61820,4cf72387,7e0ccccf,3b870555,64523cfa,a73ee510,3b08e48b,39ec7a77,75529ad8,66bf004c,07d13a8f,3bcc995c,5eea53aa,776ce399,e96a7df2,,,0f78ab39,,be7c41b4,cafb4e4d,,
10002835,0,1,8,8,2,643,28,1,21,21,1,1,,21,05db9164,af447d7a,05e89637,06b1cf6e,25c83c98,fbad5c96,d2dbdfe6,062b5529,a73ee510,316007da,7e40f08a,8fbe0072,1aa94af3,b28479f6,f0d27586,25b075e4,d4bb7bd8,98ff11f4,,,af1869be,c9d4222a,3a171ecb,0ff91809,,
10003023,0,1,3,,4,550,48,1,49,44,1,1,,44,68fd1e64,aa6dadc6,d032c263,c18be181,4cf72387,fbad5c96,3e6ff6cf,0b153874,a73ee510,a1680317,d70e2491,dfbb09fb,2b9f0754,07d13a8f,88cdcba1,84898b2a,d4bb7bd8,05719980,,,0014c32a,,32c7478e,3b183c5c,,
10003167,0,,2,,,4284,,,6,,,,,,05db9164,d833535f,b00d1501,d16679b9,25c83c98,7e0ccccf,88afd773,0b153874,a73ee510,3b08e48b,c6cb726f,e0d76380,176d07bc,1adce6ef,2ee9f086,1203a270,776ce399,7b49e3d2,,,73d06dde,,be7c41b4,aee52b6f,,
10003212,0,,0,1,1,17360,163,4,1,66,,1,,1,5a9ed9b0,8dbd550a,b4099459,e5d4c5ff,25c83c98,fbad5c96,e9a16859,0b153874,a73ee510,3b08e48b,caecb243,1731bf43,85fd1cb8,07d13a8f,d30dcf14,f327e411,e5ba7672,7cf65c5f,,,ae90cc8b,ad3062eb,32c7478e,6c1cdd05,,
10003240,0,,-1,174,18,11554,,0,16,2,,0,,18,5a9ed9b0,c1384774,99ebb8bd,5a37ff92,384874ce,3bf701e7,b593ebe0,a8d6f709,a73ee510,b16dffb7,76030d37,5b41b68e,b8065f15,1adce6ef,4929aa91,8723f52e,3486227d,8e8b535e,21ddcdc9,5840adea,a933f626,c9d4222a,32c7478e,7fdaccb2,ea9a246c,c823ef28
10003401,0,,-1,,0,0,6,8,0,1,,1,,0,05db9164,f3b07830,44b29606,bb9802c1,4cf72387,,07d03e2a,c8ddd494,a73ee510,3dd5f464,7f8ffe57,6bee5e37,46f42a63,07d13a8f,c4d7f010,87529e1f,27c07bd6,048d01f4,,,69eaef8d,,32c7478e,c657e6e5,,
10003421,0,,147,4,1,16323,4,8,1,1,,3,,1,68fd1e64,38a947a1,0b5decef,5376200b,25c83c98,fbad5c96,f90c5000,0b153874,a73ee510,ac82a793,2f9bcbbf,b38b92bb,82f36f18,b28479f6,dbc39b83,c3c293ad,e5ba7672,6305316f,,,70bd24d9,,3a171ecb,71b8baa3,,
10003437,0,,30,,,15272,574,15,0,611,,2,,,ae82ea21,2c2fd77c,d032c263,c18be181,25c83c98,7e0ccccf,84c427f0,0b153874,a73ee510,00f2b452,41b3f655,dfbb09fb,ce5114a2,07d13a8f,1a6b624e,84898b2a,e5ba7672,09186e1c,,,0014c32a,,32c7478e,3b183c5c,,
10003513,0,1,-1,,,439,4,16,22,49,1,4,,,05db9164,04e09220,cebee428,60bac0fd,25c83c98,fe6b92e5,c685df7b,0b153874,a73ee510,5769e63a,bc786d15,fa6b2a51,e7c6a03d,b28479f6,69f825dd,2f4fe648,e5ba7672,6fc84bfb,,,614c649f,ad3062eb,423fab69,ded4aac9,,
10003716,0,0,26,2,3,3314,120,1,19,52,0,1,0,3,05db9164,4c2bc594,d032c263,c18be181,25c83c98,fbad5c96,33cca6fa,0b153874,a73ee510,401ced54,cb70bc55,dfbb09fb,2b9fb512,8ceecbc8,7ac43a46,84898b2a,d4bb7bd8,bc48b783,,,0014c32a,,55dd3565,3b183c5c,,
10003755,0,0,2,39,9,5899,161,14,30,127,0,4,0,9,f473b8dc,09e68b86,b60307b9,4927be1d,25c83c98,7e0ccccf,968a6688,c8ddd494,a73ee510,7259dc52,f25fe7e9,c63a61a2,dd183b4c,07d13a8f,36721ddc,bdb75aec,e5ba7672,5aed7436,55dd3565,a458ea53,cc2606df,,32c7478e,2bb23a3a,e8b83407,22a3ad95
10003959,0,,15,3,4,80,,0,32,48,,0,,4,05db9164,38d50e09,c86b2d8d,657dc3b9,30903e74,6f6d9be8,dd363e61,0b153874,a73ee510,3b08e48b,4eddcd83,1ca7a526,f9074aef,b28479f6,06373944,ba46c3a1,1e88c74f,fffe2a63,21ddcdc9,b1252a9d,eb0fc6f8,,32c7478e,df487a73,001f3601,c27f155b
10004236,0,,501,1,,6189,57,2,1,31,,1,,,5a9ed9b0,09e68b86,776359df,3297bcba,25c83c98,,8acb4c3d,0b153874,a73ee510,3d18c5c4,3f3009e8,37b3ceb5,79f7177d,07d13a8f,36721ddc,164c7ec2,07c540c4,5aed7436,071c1933,a458ea53,84718117,,32c7478e,3fdb382b,e8b83407,49d68486
10004241,0,1,3,4,4,7,4,12,21,259,1,5,,4,68fd1e64,38a947a1,615cb3c8,2945ec5d,25c83c98,7e0ccccf,849ec99d,0b153874,a73ee510,5cd48b96,0601c4d9,38588c6b,c4bf1f3a,b28479f6,1db94996,ddf2b9b0,e5ba7672,e8623312,,,6ab09ef5,ad3062eb,32c7478e,b889075b,,
10005005,0,,134,,13,40357,423,0,2,370,,0,,32,05db9164,38a947a1,7ffe9425,6a14f9b9,4cf72387,fbad5c96,93b19353,0b153874,7cc72ec2,3b08e48b,d2b7c44b,fdfd7c8a,68637c0d,07d13a8f,b4f76d13,f8b34416,e5ba7672,c9ac134a,,,f3ddd519,,32c7478e,b34f3128,,
10005090,0,0,73,29,,10278,265,1,0,61,0,1,,,05db9164,207b2d81,6e5bddab,d3e92866,25c83c98,7e0ccccf,0c41b6a1,5b392875,a73ee510,d89cd443,4ba74619,bf413137,879fa878,07d13a8f,0bf0feff,af6fc4b8,e5ba7672,fa0643ee,21ddcdc9,5840adea,a3405885,,423fab69,b0fb6a50,001f3601,61556511
10005091,1,1,2,3,4,306,8,1,4,4,1,1,,4,05db9164,fc67db1d,901d599d,5e75ddc9,25c83c98,13718bbd,c62d54af,37e4aa92,a73ee510,37843f80,d0069af4,3eecd852,e920b070,64c94865,53175e74,0e30f295,d4bb7bd8,e24773fa,,,372aef99,,3a171ecb,481a8d1e,,
10005450,1,0,0,1,1,12830,531,1,1,78,0,1,,1,5a9ed9b0,bf58e3e3,ca6213c9,1d97d7a2,25c83c98,fbad5c96,ead731f4,0b153874,a73ee510,3b08e48b,e9c32980,18e40a04,3fe840eb,cf1fc48d,f81cb17b,2d3fb4ba,d4bb7bd8,427f76d8,,,4c7ffd03,,3a171ecb,b3540901,,
10005508,0,,3,4,4,,,0,5,4,,0,,4,05db9164,08d6d899,9143c832,f56b7dd5,4cf72387,fbad5c96,4a9d0dab,0b153874,7cc72ec2,3b08e48b,a3fd26e0,ae1bb660,b0c30eeb,07d13a8f,41f10449,bad5ee18,2005abd1,698d1c68,,,0429f84b,c9d4222a,be7c41b4,c0d61a5c,,
10005522,0,,180,,,38129,,0,0,1,,0,,,a86f8721,270cc1b8,76d09970,f922efad,25c83c98,7e0ccccf,21a73844,0b153874,a73ee510,9ee0ad9c,45922c00,015df17f,5029598e,b28479f6,2eef01bc,e2e2fcd9,d4bb7bd8,86b4c7aa,,,30bb890d,,be7c41b4,b34f3128,,
10005672,0,,-1,,,50541,71,0,0,9,,0,,,66651cdf,68aede49,b797dd52,847fce2d,25c83c98,fbad5c96,e1aea7af,1f89b562,7cc72ec2,3b08e48b,e07776f0,e8c27b27,49fe3d4e,b28479f6,5c595008,350e5256,d4bb7bd8,262c8681,,,67ff16b8,,be7c41b4,03aefe56,,
10005931,0,,-1,,,33261,26,17,0,22,,0,,,5a9ed9b0,4950f9dd,9a5df585,a3048ee7,25c83c98,fe6b92e5,fd8ca9eb,5b392875,7cc72ec2,b3e2173c,0ad37b4b,fd6e6bcb,f9d99d81,07d13a8f,dd42a670,b1054099,e5ba7672,45e764d2,21ddcdc9,5840adea,2de2ff11,,85d5a995,3b425be9,445bbe3b,2fede552
10006010,0,2,0,19,9,1428,13,5,13,36,0,2,,13,5a9ed9b0,09e68b86,5f62f8a6,76f236d6,25c83c98,,f33e4fa1,0b153874,a73ee510,e5330e23,7b5deffb,5afdbf8a,269889be,1adce6ef,dbc5e126,ada4d333,e5ba7672,5aed7436,3a1e0f5a,a458ea53,e4f76e48,,32c7478e,b6616a66,e8b83407,0278ad53
10006065,0,,-1,,,,,,0,,,,,,05db9164,38a947a1,bc2aea05,ac975db6,25c83c98,7e0ccccf,d0bdaa98,0b153874,7cc72ec2,3b08e48b,dd6fc8cb,b67ac327,ebd756bd,07d13a8f,22223d6c,d388d33c,2005abd1,97b81540,,,0ac4575d,,32c7478e,d28d80ac,,
10006377,0,,17,289,8,1488,,0,49,53,,0,,46,05db9164,09e68b86,0ac5c1a6,fe72cef1,25c83c98,7e0ccccf,2047fed7,0b153874,a73ee510,bd9d9a9d,8f68a279,ae70dc88,7eb73375,1adce6ef,dbc5e126,dd72f8c1,e5ba7672,5aed7436,dcb7a0e1,a458ea53,f8e4bc88,,32c7478e,1793a828,e8b83407,8c53c771
10006387,0,,119,4,8,6475,64,7,14,242,,6,,8,ae82ea21,207b2d81,e48e5552,9ddc492e,25c83c98,7e0ccccf,0c41b6a1,0b153874,a73ee510,3c831532,4ba74619,e5e1ca92,879fa878,07d13a8f,0c67c4ca,29fd6b7b,e5ba7672,395856b0,21ddcdc9,b1252a9d,e5191f27,,423fab69,c23c2e19,001f3601,42956c28
10006630,0,0,-1,,,1461,77,5,27,321,0,2,0,,5a9ed9b0,4c2bc594,d032c263,c18be181,25c83c98,fe6b92e5,4b219154,062b5529,a73ee510,8a176218,f25fe7e9,dfbb09fb,dd183b4c,8ceecbc8,7ac43a46,84898b2a,8efede7f,bc48b783,,,0014c32a,,55dd3565,3b183c5c,,
10006690,0,,216,,,16380,668,1,17,138,,1,,,68fd1e64,d833535f,99ab3e96,499ac831,25c83c98,7e0ccccf,38eb9cf4,0b153874,a73ee510,d2182a9f,7f8ffe57,995e4a74,46f42a63,b28479f6,a733d362,071a7236,d4bb7bd8,281769c2,,,147cf6df,,32c7478e,aee52b6f,,
10006769,0,,-1,8,6,16045,308,3,6,63,,1,,6,68fd1e64,e77e5e6e,8fbac208,27738729,f281d2a7,fbad5c96,15ce37bc,5b392875,a73ee510,e0fbffd2,ff78732c,4385c47d,9b656adc,07d13a8f,2eb18840,0c086df7,e5ba7672,449d6705,21ddcdc9,a458ea53,563af4bc,,c7dc6720,6b1090cd,e8b83407,294b0c0a
10006846,0,,66,65,2,12054,201,1,2,63,,1,,2,05db9164,58e67aaf,79c84135,8599e2a2,25c83c98,7e0ccccf,a870a74a,5b392875,a73ee510,c24d63d9,17586bd8,4f230359,4c9ff09f,1adce6ef,d002b6d9,7b31c46c,07c540c4,c21c3e4c,55dd3565,a458ea53,08254b44,,423fab69,3fdb382b,9b3e8820,49d68486
10006881,0,,1,,,11374,,0,2,63,,0,,,05db9164,38a947a1,223b0e16,ca55061c,25c83c98,7e0ccccf,89391314,5b392875,a73ee510,85f10390,608452cc,156f99ef,cbb8fa8b,b28479f6,42e41d92,5fbf4a84,e5ba7672,1999bae9,,,deb9605d,,32c7478e,e448275f,,
10006953,0,0,0,3,14,1956,139,6,47,306,0,4,8,21,f473b8dc,0a519c5c,b00d1501,d16679b9,25c83c98,7e0ccccf,b2a55fc8,0b153874,a73ee510,374bc53b,2b9f131d,e0d76380,aca10c14,b28479f6,7f6af6b0,1203a270,8efede7f,eea3ab97,,,73d06dde,,32c7478e,aee52b6f,,
10006959,0,,1,,9,4593,28,2,8,19,,1,,11,05db9164,0c0567c2,241f408a,e5cbc185,25c83c98,7e0ccccf,6fb62f1a,0b153874,a73ee510,efea433b,e51ddf94,7587f6d2,3516f6e6,b28479f6,1e82594c,9be443fa,07c540c4,98c4d3e0,,,c1672cac,,32c7478e,7fb4ff91,,
10006984,0,1,3,2,33,25,33,2,37,33,1,2,1,33,68fd1e64,d833535f,b00d1501,d16679b9,25c83c98,7e0ccccf,e02d15e5,0b153874,a73ee510,3b08e48b,f2a195a2,e0d76380,519f294e,b28479f6,a733d362,1203a270,3486227d,281769c2,,,73d06dde,,32c7478e,aee52b6f,,
10006990,0,1,1,56,31,292,95,5,27,98,1,3,,47,5a9ed9b0,09e68b86,aa8c1539,85dd697c,25c83c98,7e0ccccf,1468c1c9,0b153874,a73ee510,6f11431d,2aa56c5c,d8c29807,61ddcfc1,1adce6ef,dcd06253,c64d548f,e5ba7672,63cdbb21,cf99e5de,a458ea53,5f957280,,3a171ecb,1793a828,e8b83407,b7d9c3bc
10007352,0,,0,4,14,4665,38,2,15,38,,1,,14,05db9164,f0cf0024,6f67f7e5,41274cd7,25c83c98,fe6b92e5,2a266054,a674580f,a73ee510,6123dced,1736789a,623049e6,1a347339,1adce6ef,55dc357b,c92f3b61,07c540c4,b04e4670,21ddcdc9,5840adea,60f6221e,ad3062eb,3a171ecb,43f13e8b,ea9a246c,731c3655
10007370,1,,3,72,,2,,0,3,4,,0,,,05db9164,08d6d899,9143c832,f56b7dd5,43b19349,fbad5c96,ca025a55,0b153874,a73ee510,3b08e48b,9002e6b7,ae1bb660,202a3015,b28479f6,bffbd637,bad5ee18,776ce399,bbf70d82,,,0429f84b,,423fab69,c0d61a5c,,
10007375,0,,0,5,2,1899,40,7,5,67,,4,,2,05db9164,78ccd99e,d1ea2cf8,f0e84e17,25c83c98,7e0ccccf,22fd2464,51d76abe,a73ee510,1888c13a,d9085127,1aa67464,ef7e2c01,051219e6,9917ad07,674d3043,e5ba7672,e7e991cb,4b46b36d,a458ea53,4efa7a33,,32c7478e,7583d21e,ea9a246c,6733ada0
10007408,1,,0,,13,26582,,0,21,2,,0,,27,68fd1e64,5dac953d,d032c263,c18be181,4cf72387,fbad5c96,f00bddf8,0b153874,a73ee510,16a81a6c,55795b33,dfbb09fb,39795005,1adce6ef,3a6fbb6d,84898b2a,e5ba7672,06c23e12,,,0014c32a,,32c7478e,3b183c5c,,
10007591,1,1,23,5,7,165,20,42,18,302,1,14,,17,05db9164,cc8e236e,1c239854,cf3dc9c2,25c83c98,,b892a709,5b392875,a73ee510,711ec2bc,5f2b6964,98d78b2b,7a36be10,07d13a8f,3a8c68b7,da1333b6,e5ba7672,775e80fe,21ddcdc9,5840adea,3ee29a07,,32c7478e,c83e0347,ea9a246c,2fede552
10007599,0,,22,14,9,8483,95,1,5,11,,1,,9,05db9164,38a947a1,627971e6,ddeef97c,25c83c98,7e0ccccf,00f44282,0b153874,a73ee510,3b08e48b,5d1b7285,96fba716,cb2e33ed,b28479f6,1db94996,40517a39,d4bb7bd8,e8623312,,,004cc34d,c9d4222a,be7c41b4,b889075b,,
10007623,0,,1,26,14,16826,,,17,,,,0,15,05db9164,09e68b86,d2b06683,3d512bfd,25c83c98,,28cd7a0b,0b153874,a73ee510,3b08e48b,7158b034,ba83ad80,67414029,07d13a8f,36721ddc,eb3ca94c,3486227d,5aed7436,55dd3565,a458ea53,0223e54a,,32c7478e,3fdb382b,e8b83407,eb9a9610
10007634,0,2,306,34,0,108,11,2,40,74,2,2,0,5,05db9164,064c8f31,70168f62,585ab217,25c83c98,fe6b92e5,ff6b8352,e02416f4,a73ee510,d3787b55,15eced00,eb83af8a,bd251a95,07d13a8f,81d3f724,69f67894,e5ba7672,d4a314a2,21ddcdc9,5840adea,e1627e2c,,32c7478e,a6e7d8d3,001f3601,2fede552
10007993,0,,56,55,5,21834,534,5,5,687,,3,0,5,05db9164,421b43cd,e35b5c81,29998ed1,4cf72387,fbad5c96,19c9e23a,062b5529,a73ee510,7ffdf000,38317f6d,6aaba33c,a8374791,b28479f6,2d0bb053,b041b04a,3486227d,2804effd,,,723b4dfd,ad3062eb,32c7478e,b34f3128,,
10008154,0,,276,,,10743,,0,2,95,,0,,,68fd1e64,270cc1b8,ad149ada,f922efad,25c83c98,7e0ccccf,f4743777,0b153874,a73ee510,c425c0d2,6e8f1bd5,afed85b6,9f60c586,b28479f6,2eef01bc,e2e2fcd9,1e88c74f,86b4c7aa,,,055d5768,ad3062eb,32c7478e,b34f3128,,
10008307,0,0,13,6,7,1527,11,53,10,54,0,7,0,7,6ca3af46,207b2d81,c5e74209,89d08ec3,25c83c98,,8363bee7,0b153874,a73ee510,015ac893,bf09be0e,defb9cb7,3516f6e6,07d13a8f,90ff0d8d,3b76c7ea,e5ba7672,25c88e42,21ddcdc9,a458ea53,fb9eb0bf,,32c7478e,7a8e7ed6,001f3601,9042adf0
10008353,0,0,0,1,,1956,10,1,1,10,0,1,,,68fd1e64,38a947a1,01bd58aa,96606633,4cf72387,7e0ccccf,a4f7afc8,c8ddd494,a73ee510,b7eed820,cd496470,1a4ffe88,44b2ca79,07d13a8f,1aad2de0,3671f003,07c540c4,7abb2837,,,5fb6d34a,,3a171ecb,375c3609,,
10008387,0,3,1,4,7,588,24,44,14,91,2,4,0,16,05db9164,8947f767,f56da754,753b1de0,25c83c98,fbad5c96,9e8dab66,0b153874,a73ee510,5ba575e7,46febd4d,bab37f52,949ea585,07d13a8f,2c14c412,caae7c2d,e5ba7672,bd17c3da,c361c1be,b1252a9d,2ad6b2ef,,32c7478e,d9597d2a,010f6491,b7bcd694
10008586,0,3,1,,3,711,38,87,42,486,2,21,1,3,be589b51,5dac953d,d032c263,c18be181,25c83c98,7e0ccccf,7f9907fe,062b5529,a73ee510,62e76cf6,a7b606c4,dfbb09fb,eae197fd,07d13a8f,80fdf058,84898b2a,8efede7f,fc923ad0,,,0014c32a,,3a171ecb,3b183c5c,,
10008605,0,,-1,3,3,14342,3,42,3,11,,5,0,3,05db9164,942f9a8d,d38bb571,5eda5932,25c83c98,7e0ccccf,3f4ec687,0b153874,a73ee510,7f79890b,c4adf918,3c185821,85dbe138,1adce6ef,ae97ecc3,d7fe2ebe,27c07bd6,1f868fdd,3a1e0f5a,a458ea53,f84f2ff1,,32c7478e,c678ddf2,e8b83407,d8314c85
10009027,0,10,12,3,8,542,16,15,17,55,1,4,,9,6062d843,4f25e98b,0d3715b5,9d1dc0c4,25c83c98,7e0ccccf,8963c187,361384ce,a73ee510,b72eaafe,c1ee56d0,0190e6b5,ebd756bd,07d13a8f,5be89da3,38c531f8,3486227d,bc5a0ff7,4764bf77,a458ea53,8d8c10f2,,32c7478e,454b4db6,001f3601,48b0a13a
10009077,1,,112,6,6,30,7,25,6,81,,2,,6,05db9164,1612be27,6dd570f4,7967fcf5,25c83c98,3bf701e7,7195046d,0b153874,a73ee510,61283720,4d8549da,977d7916,51b97b8f,b28479f6,a7541387,91a6eec5,e5ba7672,ce500fd8,21ddcdc9,5840adea,a97b62ca,,3a171ecb,727a7cc7,cb079c2d,6935065e
10009232,0,,29,4,11,41842,,0,25,10,,0,,13,87552397,08d6d899,333440d5,fc86bde0,25c83c98,fbad5c96,9a16a5ac,1f89b562,a73ee510,3b08e48b,38df5213,1b0c8aa3,2d0ad352,b28479f6,bffbd637,4a838997,07c540c4,bbf70d82,,,16e2e3b3,,be7c41b4,d859b4dd,,
10009235,0,1,-1,,0,14,0,1,0,0,1,1,,0,8cf07265,95e2d337,f715d8cc,7c15fa92,25c83c98,,76931f79,37e4aa92,a73ee510,18230574,0f8baa15,b9bee1c2,2d9819ce,07d13a8f,aa0c8851,498519e1,d4bb7bd8,1a9f6745,72bdebf3,5840adea,71b9f31a,,32c7478e,cf9f8644,2bf691b1,00cd7c8a
