Id,Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
49801912,0,0,108,7,3,5771,95,1,15,104,0,1,,4,05db9164,1cfdf714,4b0dfe04,13508380,25c83c98,,7195046d,0b153874,a73ee510,3d12126c,4d8549da,e886e409,51b97b8f,07d13a8f,e439dd9b,3576fcd7,e5ba7672,9df49ecd,55dd3565,a458ea53,38c9c9c8,,c7dc6720,45ab94c8,cb079c2d,c84c4aec
49802032,0,0,181,1,1,27105,,0,6,3,0,0,,1,41edac3d,90081f33,fd22e418,36375a46,43b19349,fbad5c96,a36dc9f7,1f89b562,a73ee510,550727c0,bfd9d6e5,fb991bf5,e1b62f8f,b28479f6,50b07d60,d1a4e968,e5ba7672,7da6ea7e,,,9fb07dd2,ad3062eb,be7c41b4,359dd977,,
49802121,0,18,1,5,28,1,5,21,34,70,3,5,,5,05db9164,38a947a1,c30eb56d,dec79c89,25c83c98,fe6b92e5,987da766,5b392875,a73ee510,ccb434c4,f37be5c0,6e95a38f,a59ea816,b28479f6,59ad651f,ff2188a6,e5ba7672,fe74f288,,,ae5a22d8,,423fab69,7f0b4c99,,
49802133,0,0,10,2,8,2401,193,8,46,111,0,2,,16,05db9164,0b8e9caf,9cf664f4,534c65f8,25c83c98,7e0ccccf,fd5c0ed6,0b153874,a73ee510,267caf03,95eaf7a0,6e61c3f4,ccfd4002,07d13a8f,1a015fe7,12a20e45,e5ba7672,ca6a63cf,,,998f4280,,423fab69,08b0ce98,,
49802220,1,5,0,2,3,980,75,52,49,820,2,24,1,3,05db9164,90081f33,987b5dc7,d285863e,43b19349,7e0ccccf,ddeb3836,0b153874,a73ee510,c8d7b006,9fc87b07,51b0594f,bf596cfe,64c94865,94eccbef,ad6bcaa7,3486227d,1b884e69,,,517f7b4d,c9d4222a,32c7478e,d5c410bd,,
49802389,1,1,6,3,3,354,3,5,10,43,1,5,,3,5bfa8ab5,86d4fccc,b009d929,c7043c4b,43b19349,7e0ccccf,6ad82e7a,0b153874,a73ee510,80f90445,c1ee56d0,3563ab62,ebd756bd,1adce6ef,b27dd6c7,b688c8cc,e5ba7672,be645006,21ddcdc9,5840adea,2754aaf1,ad3062eb,bcdee96c,3b183c5c,001f3601,aa86a675
49802405,0,,1,1,,8608,29,56,0,91,,5,0,,05db9164,1329e144,ba7cc4d8,30df05a0,25c83c98,,7755a201,0b153874,a73ee510,bbab92de,52497132,c7555526,1c717231,b28479f6,fc9ac63e,1158a969,3486227d,98bf96cf,c9b4dc46,a458ea53,0ed8f960,ad3062eb,bcdee96c,66d719b0,cb079c2d,3b8f3836
49802407,1,0,0,2,7,6998,,0,22,7,0,0,,7,05db9164,08d6d899,9143c832,f56b7dd5,43b19349,fbad5c96,7f2c5a6e,0b153874,a73ee510,60cfb358,d21494f8,ae1bb660,f47f13e4,b28479f6,bffbd637,bad5ee18,d4bb7bd8,bbf70d82,,,0429f84b,,32c7478e,c0d61a5c,,
49802491,1,0,13,10,12,1608,348,1,27,122,0,1,0,29,05db9164,0acbc0bb,1dd67695,4fcd210d,25c83c98,fbad5c96,346ade38,361384ce,a73ee510,d023b3d2,636405ac,5911343c,31b42deb,07d13a8f,43e828a4,f16e352a,d4bb7bd8,140bbba0,,,c0f8c7b7,,3a171ecb,4a5825e5,,
49802889,0,0,-1,1,,2674,19,1,5,74,0,1,,,05db9164,42016cda,20009f96,73fec7fb,43b19349,3bf701e7,90a2c015,0b153874,a73ee510,3b08e48b,0f736a0c,57c08194,3af886ff,07d13a8f,ad062d55,054b386f,e5ba7672,aab53bcd,21ddcdc9,a458ea53,0dd41d11,,3a171ecb,f9f7eb22,cb079c2d,a3a8e8f4
49802892,0,,8,2,2,36001,,0,6,3,,0,,2,8cf07265,2c16a946,8302b068,9f43a1b5,25c83c98,fe6b92e5,97169d40,5b392875,a73ee510,8944bc68,278636c9,d754a848,b87a829f,b28479f6,3628a186,87140baa,07c540c4,e4ca448c,,,d9bd2fe2,,32c7478e,9117a34a,,
49803154,0,0,120,314,3,2556,106,8,33,169,0,3,,9,05db9164,2f659110,d577be04,26d1c179,25c83c98,7e0ccccf,44ce0dc9,66f29b89,a73ee510,fd591517,8e46b8f3,0a665a51,f6292965,1adce6ef,9ea2e321,bc19fa9c,e5ba7672,c84cfab2,21ddcdc9,b1252a9d,3e120d5e,,32c7478e,98276f90,f55c04b6,38a0a8f1
49803174,0,0,1,21,13,11766,46,2,40,38,0,1,,13,467085ca,38a947a1,010a5a81,520e87c6,25c83c98,7e0ccccf,50631f06,0b153874,a73ee510,7259dc52,f25fe7e9,5bfa7585,dd183b4c,1adce6ef,c367b077,bc3e9121,07c540c4,63d354f8,,,f96c2136,,32c7478e,67442292,,
49803646,1,0,114,20,0,3329,259,2,2,11,0,2,0,2,05db9164,0468d672,9e09b9e3,ac9c05d7,25c83c98,7e0ccccf,6243d788,c8ddd494,a73ee510,e16d6e00,c46fb50f,72b6627c,9f4437a4,07d13a8f,a888f201,9f864083,e5ba7672,9880032b,21ddcdc9,5840adea,f866f18a,,c7dc6720,8eca1fe1,ea9a246c,e75c9ae9
49803806,0,,0,,2,32270,20,1,2,5,,1,,2,9a89b36c,f3139f76,4bccfea1,bf0b19a8,4cf72387,,daddc43a,5b392875,a73ee510,3b08e48b,418037d7,62f43136,b0bfed6d,07d13a8f,7858f722,5131d930,d4bb7bd8,893857db,,,3b226dea,,423fab69,4fcc135f,,
49803833,0,0,17,,,2399,,,33,,0,,,,5a9ed9b0,aa8fcc21,1e41aecd,8c4b6740,25c83c98,fbad5c96,6284da2d,1f89b562,a73ee510,9c0d33a0,5874c9c9,5dac6850,740c210d,07d13a8f,ce5ff47d,9bd9d055,e5ba7672,2170da5e,,,958c71d4,,55dd3565,bc75d80b,,
49803843,0,,-1,97,38,1229,,0,47,59,,0,,40,05db9164,1cfdf714,8c657989,1bf08e36,4cf72387,7e0ccccf,f376e33a,0b153874,a73ee510,9b2a83c5,1333e775,7d8aa4db,13b025c3,b28479f6,d345b1a0,c970f1e6,07c540c4,e88ffc9d,b87498e2,a458ea53,e10e9fbd,,c7dc6720,d1736fdc,e8b83407,8b3aeb32
49803986,0,,1,34,20,34,,0,20,20,,0,,20,05db9164,287130e0,2d650c85,a0aa3671,4cf72387,,8f02eb3e,0b153874,a73ee510,3b08e48b,5fff2f45,41c02ed4,fa17cc68,07d13a8f,10040656,3701a46b,776ce399,891589e7,aecf55cd,a458ea53,23fa3dec,ad3062eb,be7c41b4,3fdb382b,e8b83407,49d68486
49804510,0,,0,19,3,15132,74,142,3,12,,5,0,3,05db9164,1cfdf714,25bc9783,526d1015,43b19349,7e0ccccf,90a2c015,0b153874,a73ee510,3b08e48b,365017bd,341130c4,3af886ff,0601d3b5,f107d273,419428ef,e5ba7672,e88ffc9d,d0a7991d,a458ea53,9a74466c,,3a171ecb,ce033540,cb079c2d,2cf34033
49804603,0,1,375,1,9,34,9,1,10,9,1,1,0,5,68fd1e64,bce95927,02391f51,b9c629a9,25c83c98,13718bbd,7b26d3fe,5b392875,a73ee510,fbbf2c95,7c430b79,2397259a,7f0d7407,07d13a8f,fec218c0,d37efe8c,07c540c4,04d863d5,21ddcdc9,5840adea,b6119319,,3a171ecb,45ab94c8,e8b83407,b13f4ade
49804606,0,,15,20,4,10077,16,2,7,41,,2,,4,2d4ea12b,1cfdf714,3cc84046,69dc1bd6,25c83c98,7e0ccccf,7415122a,5b392875,a73ee510,f9065d00,0e4ebdac,936a332f,779f824b,07d13a8f,f775a6d5,affa8bde,e5ba7672,e88ffc9d,21ddcdc9,a458ea53,17a800e7,ad3062eb,c7dc6720,3fdb382b,cb079c2d,49d68486
49804648,1,11,1,5,36,46,36,11,4,36,1,1,,36,68fd1e64,8947f767,324e5c90,4c09e755,25c83c98,,ed0714a0,0b153874,a73ee510,11d8c4c4,b85b416c,70b0f804,c3f71b59,07d13a8f,2c14c412,ef645ceb,07c540c4,bd17c3da,966f1c31,a458ea53,03d3cd3e,,3a171ecb,3fdb382b,010f6491,49d68486
49804680,0,,2,1,1,9430,21,4,1,21,,1,,1,68fd1e64,1cfdf714,42c6e780,100ff8c3,25c83c98,,6caf8951,0b153874,a73ee510,5e1b1d0e,1333e775,4081b04a,13b025c3,b28479f6,d345b1a0,c29b6c89,e5ba7672,e88ffc9d,46f1d1b5,a458ea53,3472834b,,c7dc6720,f3ec743f,cb079c2d,d6ff0449
49804721,0,0,0,17,2,16521,35,2,3,31,0,2,0,2,5a9ed9b0,512fdf0c,3634a88d,03c011b5,25c83c98,7e0ccccf,3cf1ccde,0b153874,a73ee510,3b08e48b,61422b9a,38431fa7,799a3beb,07d13a8f,aa322bcf,75d70f26,27c07bd6,fd3919f9,21ddcdc9,5840adea,cdca668c,,3a171ecb,0d095083,724b04da,cfd96da1
49804753,0,,4,8,2,496,,0,11,5,,0,,2,05db9164,064c8f31,70168f62,585ab217,25c83c98,fe6b92e5,dd363e61,0b153874,a73ee510,3b08e48b,4eddcd83,eb83af8a,f9074aef,b28479f6,2f2ca31e,69f67894,1e88c74f,d4a314a2,21ddcdc9,5840adea,e1627e2c,c9d4222a,32c7478e,a6e7d8d3,001f3601,2fede552
49804761,0,,-1,8,15,2256,15,17,6,93,,4,0,15,68fd1e64,6582398b,6bd08b38,331e9ebc,4cf72387,13718bbd,aa1ca84e,0b153874,a73ee510,4ed88d64,9ebaacb7,253dd13e,581ec7a9,1adce6ef,89bdfdab,783592a4,27c07bd6,dbebbe86,21ddcdc9,b1252a9d,f6181b2d,,32c7478e,afb645fc,e8b83407,d1d45fc5
49804782,0,,11,8,9,35516,340,0,10,62,,0,,9,68fd1e64,4c2bc594,d032c263,c18be181,4cf72387,7e0ccccf,758cca13,0b153874,7cc72ec2,73fd6e1c,2ef45c3b,dfbb09fb,5c7593a3,8ceecbc8,7ac43a46,84898b2a,07c540c4,bc48b783,,,0014c32a,ad3062eb,55dd3565,3b183c5c,,
49805008,1,,2,1,2,10,14,1,2,32,,1,,1,05db9164,85af3139,d032c263,c18be181,25c83c98,7e0ccccf,7415122a,0b153874,a73ee510,8924e76a,98579192,dfbb09fb,779f824b,1adce6ef,ecd9dd20,84898b2a,e5ba7672,d4328054,,,0014c32a,,423fab69,3b183c5c,,
49805104,0,0,46,,,26398,406,3,18,109,0,1,,,be589b51,094e1902,bf5d81a5,ce7b7115,43b19349,7e0ccccf,dc7659bd,0b153874,a73ee510,efea433b,e51ddf94,3123c8b9,3516f6e6,68541952,408fb9e6,9dbdb375,07c540c4,3e9b1322,,,df32dd0a,,25e3c76b,d56dfb81,,
49805168,0,,-1,51,15,4,,0,15,85,,0,,15,68fd1e64,1329e144,5b9b442c,1d5d0f51,384874ce,,9c82fead,0fb392dd,a73ee510,31990058,52497132,7041a127,1c717231,07d13a8f,1afdece0,dacfa5fb,e5ba7672,98bf96cf,21ddcdc9,b1252a9d,cd7b8ceb,ad3062eb,c7dc6720,3fdb382b,cb079c2d,49d68486
49805215,0,0,3,9,2,82,79,8,35,350,0,4,0,2,05db9164,04e09220,71947b86,bf9e41b6,25c83c98,fe6b92e5,c4939891,1f89b562,a73ee510,fa7d0797,222919a2,8529d3b4,2fad1153,07d13a8f,cae64906,33a1f420,27c07bd6,e161d23a,,,f22e0924,,c7dc6720,ded4aac9,,
49805647,0,2,106,3,0,159,31,20,39,201,1,6,,8,5a9ed9b0,38d50e09,0a89938d,8898e94d,25c83c98,7e0ccccf,08a323b4,6a698541,a73ee510,8813b9bb,132f13a7,74597b22,9b73c1ea,b28479f6,42b3012c,65b061c2,e5ba7672,582152eb,21ddcdc9,5840adea,e6640fad,ad3062eb,3a171ecb,cf88b60d,001f3601,99f4f64c
49805665,0,,20,,2,42723,,,8,,,,,2,05db9164,08d6d899,,,25c83c98,7e0ccccf,0c41b6a1,5b392875,a73ee510,6342dccf,4ba74619,,879fa878,b28479f6,bffbd637,,e5ba7672,bbf70d82,,,,,423fab69,,,
49805789,0,,30,4,4,,,0,7,15,,0,,4,05db9164,38d50e09,baa7202f,fa8a946e,5a3e1872,fbad5c96,b5b7ad43,37e4aa92,7cc72ec2,3b08e48b,364bff6f,264e86d2,31d2ac00,1adce6ef,e2c18d5a,8c45cdaf,2005abd1,582152eb,21ddcdc9,5840adea,56a4cb08,,be7c41b4,29a3917e,001f3601,aa5f0a15
49805862,0,9,31,29,1,649,39,44,37,213,2,12,,1,05db9164,89ddfee8,82d93b91,cd9fe13e,30903e74,fbad5c96,407438c8,0b153874,a73ee510,5a64c137,755e4a50,56a5b08d,5978055e,b28479f6,25753fb1,83e507e1,3486227d,5bb2ec8e,f30f7842,b1252a9d,7c6a7a50,ad3062eb,32c7478e,9e779944,f0f449dd,7438db2a
49805873,1,1,455,,3,724,56,3,2,54,0,1,,3,05db9164,5dac953d,,,25c83c98,fbad5c96,e8a0f270,0b153874,a73ee510,80f90445,28b2a54d,,c08ec9d3,07d13a8f,610165b2,,e5ba7672,28ebd359,,,,,423fab69,,,
49805980,0,,11,277,42,329,,0,44,340,,0,,43,bd4b6d14,38a947a1,8512d54d,7031bb66,f281d2a7,7e0ccccf,4bd081bf,1f89b562,a73ee510,3b08e48b,2271d551,e2163351,0092602c,b28479f6,8c7816d3,beef16d6,776ce399,7c21218c,,,4645d72c,,be7c41b4,b258af68,,
49806011,0,,0,61,,15458,27,1,0,27,,1,,,68fd1e64,1cfdf714,fd3866cf,cd77a378,25c83c98,fe6b92e5,5bd6584c,0b153874,a73ee510,6c89307e,940833f7,75d956c0,bc2d81a8,07d13a8f,f775a6d5,5e29a91c,d4bb7bd8,e88ffc9d,21ddcdc9,b1252a9d,026252f9,,c7dc6720,3fdb382b,cb079c2d,49d68486
49806255,0,,94,3,4,9087,324,2,9,315,,2,,4,05db9164,38d50e09,83e01bf1,b503a661,25c83c98,7e0ccccf,f00bddf8,0b153874,a73ee510,966e9450,55795b33,a9580b00,39795005,1adce6ef,e2c18d5a,7295d80b,07c540c4,582152eb,21ddcdc9,5840adea,233f0d38,,32c7478e,acbaacbd,001f3601,1c57d70a
49806309,0,,80,,,12396,673,0,27,47,,0,,,241546e0,c2004197,114ab9dd,28d926b8,4cf72387,fe6b92e5,ce4f7f55,0b153874,a73ee510,7c621383,38f692a7,ca933e6e,6e5da64f,07d13a8f,3af33a20,fc53f85c,e5ba7672,c6c8223f,,,ed35ed93,,c7dc6720,4fcc135f,,
49806355,1,8,12,16,16,4,4,14,20,195,1,3,,4,05db9164,1cfdf714,99d1e002,0a4f060b,25c83c98,3bf701e7,7e46c875,37e4aa92,a73ee510,ba12b984,bbbf282d,dfe5cc14,917e9bf3,b28479f6,d345b1a0,3f984e3f,e5ba7672,e88ffc9d,315ba0e1,a458ea53,9d74aab7,,3a171ecb,00de2b63,cb079c2d,32d7ba4f
49806374,0,,8,39,5,3173,12,1,13,12,,1,,11,5a9ed9b0,bce95927,3568b8a7,13508380,30903e74,7e0ccccf,e56a4862,0b153874,a73ee510,3b08e48b,5e183c58,45b8571f,1eb0f8f0,07d13a8f,fec218c0,f2cf67e1,d4bb7bd8,04d863d5,55dd3565,b1252a9d,5754d5ce,,3a171ecb,45ab94c8,e8b83407,c84c4aec
49806402,1,,30,1,1,5224,9,4,1,1,,2,,1,05db9164,90081f33,fd22e418,36375a46,25c83c98,7e0ccccf,6bbd1ed7,0b153874,a73ee510,732de60c,165f7a30,fb991bf5,fca98380,b28479f6,50b07d60,d1a4e968,07c540c4,7da6ea7e,,,9fb07dd2,c9d4222a,32c7478e,359dd977,,
49806414,0,0,0,4,2,3744,185,26,18,263,0,7,,4,05db9164,38a947a1,779daeb0,5678eeef,25c83c98,fbad5c96,5e64ce5f,0b153874,a73ee510,88b0ca3c,8b94178b,a11cbef0,025225f2,07d13a8f,65f5fb36,7eb797a0,e5ba7672,97b81540,,,9af67f9f,,32c7478e,d28d80ac,,
49806518,0,,0,58,7,59,,0,7,7,,0,,7,68fd1e64,c5fe64d9,ae0464d6,46ec0a38,25c83c98,fbad5c96,1af58b2e,1f89b562,a73ee510,20c705f7,bc61decf,553f45d8,c0ccec72,07d13a8f,52b49730,85af9661,1e88c74f,c235abed,7a45f7f2,5840adea,ed88647a,,32c7478e,1481ceb4,e8b83407,988b0775
49806685,0,0,10,2,8,13001,128,13,18,293,0,6,0,10,05db9164,e112a9de,5c7adc62,22504558,25c83c98,fbad5c96,49fc605a,c8ddd494,a73ee510,0ae0fe9a,df93ff85,23bc90a1,43881ace,b28479f6,b28d1085,776f5665,3486227d,defd44e8,,,5a5953a2,ad3062eb,32c7478e,8f079aa5,,
49806747,0,,1,34,9,33615,,,13,,,,,9,05db9164,38a947a1,d7409510,082105a5,25c83c98,fe6b92e5,00c46cd1,5b392875,a73ee510,67cebf16,8cffe207,2fb578a5,ff5626de,1adce6ef,16197acf,3d70b164,e5ba7672,96d926ee,,,3024b6f5,,423fab69,4bb4f28b,,
49806871,0,1,1,15,10,12,10,1,12,10,1,1,,10,f473b8dc,0468d672,0e67dbb0,96c0080a,4cf72387,fbad5c96,85bca434,0b153874,a73ee510,98ee1803,2d3c9c71,21ef9aec,6f1ddc34,07d13a8f,a888f201,53415487,d4bb7bd8,9880032b,21ddcdc9,5840adea,0c270f21,,32c7478e,c7a19c8e,ea9a246c,984e0db0
49806997,1,1,1,31,0,105,16,1,2,3,1,1,,2,5a9ed9b0,4f25e98b,85f5bf39,430e4260,25c83c98,7e0ccccf,4aa938fc,0b153874,a73ee510,451bd4e4,7e40f08a,784088f0,1aa94af3,07d13a8f,5be89da3,ff770af1,07c540c4,bc5a0ff7,e4b30de2,a458ea53,4b3387f9,,3a171ecb,36468341,001f3601,d73f0a8f
49807229,0,7,72,63,9,416,115,7,14,11,1,1,,10,68fd1e64,ef69887a,c98a34f4,e2982f9e,25c83c98,7e0ccccf,29cfd71f,5b392875,a73ee510,2ddb487c,a4ea009a,4288da7c,1e9339bc,07d13a8f,b98be2c0,b913b229,e5ba7672,4bcc9449,21ddcdc9,b1252a9d,69bd7539,,c7dc6720,6bad707c,47907db5,349c5cb3
49807291,0,,135,605,17,47,,0,17,17,,0,,17,5a9ed9b0,39dfaa0d,77b3516c,f9248199,f281d2a7,7e0ccccf,77270b8b,51d76abe,a73ee510,3b08e48b,bcb04c37,9f5c1509,92f01d0c,b28479f6,2223bbe1,41f1232a,776ce399,df4fffb7,21ddcdc9,5840adea,f5beaded,ad3062eb,3a171ecb,22f128fc,010f6491,984e0db0
49807463,0,,2,4,2,6092,26,23,16,377,,10,2,2,05db9164,e5fb1af3,da32bf25,b1b73d69,4cf72387,fbad5c96,6c5e14ec,0b153874,a73ee510,fa7d0797,043725ae,7f61e8d0,7f0d7407,b28479f6,23287566,44eaaf43,8efede7f,13145934,c10eb73c,a458ea53,8ad1e8e2,,3a171ecb,cbe16042,e8b83407,0e7eaf4b
49807542,1,12,693,0,1,279,7,12,7,8,1,1,,2,8cf07265,38a947a1,4470baf4,8c8a4c47,25c83c98,7e0ccccf,75344eff,1f89b562,a73ee510,e8d87274,33765c29,bb669e25,975bedc4,b28479f6,65afeec4,2b2ce127,e5ba7672,b133fcd4,,,2b796e4a,,dbb486d7,8d365d3b,,
49807678,0,2,272,1,,460,6,2,25,23,1,1,,,05db9164,b06f9574,d8dd6f6f,5ec469f9,4cf72387,13718bbd,5e64ce5f,0b153874,a73ee510,6bcb329c,8b94178b,c94a041d,025225f2,b28479f6,f5e3cff6,18fbd7af,07c540c4,e9a3d86d,21ddcdc9,b1252a9d,695514c6,,32c7478e,dadea544,001f3601,f5416171
